full_game_id,fitness,archive_distance
"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0)-real",36.583473205566406,0
"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0)-real",36.065643310546875,0
"(1, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0)-real",36.41612243652344,0
"(1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0)-real",36.93303298950195,0
"(1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0)-real",36.897300720214844,0
"(1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0)-real",36.491397857666016,0
"(1, 0, 4, 0, 0, 2, 0, 0, 0, 0, 1, 0)-real",35.3621711730957,0
"(1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0)-real",37.52645492553711,0
"(1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0)-real",37.5118522644043,0
"(1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0)-real",36.802772521972656,0
"(1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)-real",37.338497161865234,0
"(1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)-real",36.49679946899414,0
"(1, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0)-real",35.88176345825195,0
"(1, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0)-real",36.71693420410156,0
"(1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0)-real",36.15215301513672,0
"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)-real",37.55931091308594,0
"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)-real",38.01272201538086,0
"(1, 1, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0)-real",36.59702682495117,0
"(1, 0, 3, 0, 0, 0, 0, 0, 2, 1, 0, 0)-real",35.773075103759766,0
"(1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0)-real",35.87994384765625,0
"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1)-real",35.71105194091797,0
"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)-real",36.17264175415039,0
"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)-real",37.457462310791016,0
"(1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0)-real",36.07624816894531,0
"(1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0)-real",36.20732498168945,0
"(1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)-real",35.642677307128906,0
"(1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0)-real",37.22412872314453,0
"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0)-real",36.068115234375,0
"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0)-real",36.35490036010742,0
"(1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 2, 0)-real",35.77357864379883,0
"(1, 0, 3, 0, 0, 0, 0, 0, 2, 1, 0, 0)-matched",36.015682220458984,0
"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0)-matched",36.973445892333984,0
"(1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0)-matched",36.28659439086914,0
"(1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0)-matched",37.01960372924805,0
"(1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0)-matched",37.34518814086914,0
"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)-matched",37.46364974975586,0
"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0)-matched",37.139469146728516,0
"(1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0)-matched",37.16401290893555,0
"(1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0)-matched",37.15165328979492,0
"(1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0)-matched",36.892704010009766,0
"(1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)-matched",37.35451126098633,0
"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0)-matched",37.15141677856445,0
"(1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0)-matched",35.89914321899414,0
"(1, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0)-matched",36.902286529541016,0
"(1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1)-matched",35.92025375366211,0
"(1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0)-matched",37.16243362426758,0
"(1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)-matched",37.54060745239258,0
"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)-matched",37.80392074584961,0
"(1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)-matched",37.32376480102539,0
"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)-matched",37.75114059448242,0
"(1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0)-matched",37.32664108276367,0
"(1, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0)-matched",36.92042922973633,0
"(1, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0)-matched",36.80520248413086,0
"(1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0)-matched",36.99384689331055,0
